公开号,名称,关系
CN102944263A,武汉理工光科股份有限公司,申请
CN105547983A,西南交通大学,申请
CN1852428A,浙江工业大学,申请
CN204207050U,银川诚净和机械设备科技有限公司,申请
CN103206228A,西南交通大学,申请
CN203433572U,李成,申请
CN204370979U,重庆市勘测院,申请
CN204370979U,重庆数字城市科技有限公司,申请
CN102841371A,中北大学,申请
CN104598996A,北京市政建设集团有限责任公司,申请
CN104598996A,北京交通大学,申请
CN205558754U,天津港峰铝塑门窗制品有限公司,申请
CN205558754U,天津创世经纬科技有限公司,申请
CN103195447A,西南交通大学,申请
CN103195447A,四川华电木里河水电开发有限公司,申请
CN105649534A,西安越度机电科技有限公司,申请
CN101388701A,大唐移动通信设备有限公司,申请
CN203966343U,河南中维电子科技有限公司,申请
CN201797252U,武汉市武昌电控设备有限公司,申请
CN102979535A,西南交通大学,申请
CN202269062U,赵枫,申请
CN104219123A,中国电信股份有限公司,申请
CN203549576U,天津城建隧道股份有限公司,申请
CN301573901S,黄国伟,申请
CN301573901S,罗亲华,申请
CN203480306U,刘文西,申请
CN204943134U,北京兴盛华瑞光电科技有限公司,申请
CN103426298A,李志恒,申请
CN103426298A,姜廷顺,申请
CN203289714U,南通中铁华宇电气有限公司,申请
CN105752089A,苏州彤瑞飞行器技术研发有限公司,申请
CN101847319A,北京世纪高通科技有限公司,申请
CN103260319A,南通中铁华宇电气有限公司,申请
CN103486507A,南通源瑞电子有限公司,申请
CN103256056A,西南交通大学,申请
CN104807412A,周瑞山,申请
CN102652932A,吴林,申请
CN202503737U,成都槟果科技有限公司,申请
CN205249579U,张彦卿,申请
CN205249579U,邵和义,申请
CN105574976A,张晓刚,申请
CN102997115A,大连艾珂光电技术有限公司,申请
CN202917318U,江苏中压电气工程有限公司,申请
CN202917317U,江苏中压电气工程有限公司,申请
CN104015332A,诸暨市亿霸龙保温材料有限公司,申请
CN103426300A,李志恒,申请
CN103426300A,姜廷顺,申请
CN1885990A,华为技术有限公司,申请
CN202472695U,嘉兴恒创电力设计研究院有限公司,申请
CN202907322U,张家港智能电力研究院有限公司,申请
CN204145803U,北京惠特优宝机电有限公司,申请
CN205028152U,西安思源学院,申请
CN202889696U,贵州大学,申请
CN204086582U,山东大学,申请
CN202396058U,福州市公路局,申请
CN202396058U,福建省交通科学技术研究所,申请
CN105738225A,北京雷雨达科技有限公司,申请
CN105022330A,上海宝信软件股份有限公司,申请
CN204119619U,丽水市海威光控科技有限公司,申请
CN201660549U,湖北华夏窑炉工业(集团)有限公司,申请
CN1535524A,全球通讯公司,申请
CN204029003U,张丽丽,申请
CN101592491A,查闻,申请
CN203444690U,西南交通大学,申请
CN105257425A,凯文·李·弗里斯特,申请
CN104732610A,中铁第一勘察设计院集团有限公司,申请
CN106875611A,上海腾盛智能安全科技股份有限公司,申请
CN103543292A,中北大学,申请
CN103899308A,刘素华,申请
CN102940530A,昆明医科大学第一附属医院,申请
CN102968565A,昆明医科大学第一附属医院,申请
CN204815476U,武汉科技大学,申请
CN104768170A,北京洛神科技有限公司,申请
CN103854411A,西安奥赛福科技有限公司,申请
CN102809285A,广东四通集团股份有限公司,申请
CN103264441A,江苏特友诺新材料科技有限公司,申请
CN104394075A,杭州华三通信技术有限公司,申请
CN104376460A,黄金富知识产权咨询(深圳)有限公司,申请
CN203911919U,浙江高速信息工程技术有限公司,申请
CN105306334A,无锡高联信息技术有限公司,申请
CN103197645A,昆明联诚科技有限公司,申请
CN105578672A,黄生林,申请
CN102152802A,郑州峰华电子有限责任公司,申请
CN102536258A,重庆市鹏创道路材料有限公司,申请
CN204417555U,天津市乾丰防腐保温工程有限公司,申请
CN103886598A,北京邮电大学,申请
CN104896381A,李宝,申请
CN105403308A,天津市顺通电子有限公司,申请
CN104795550A,中国科学院物理研究所,申请
CN103469159A,莫儒就,申请
CN104613743A,曲阜师范大学,申请
CN204578557U,青岛阳浦智能科技有限公司,申请
CN105756712A,长安大学,申请
CN102300366A,丽水市海威光控科技有限公司,申请
CN102644172A,武汉纺织大学,申请
CN102644172A,广东省均安牛仔服装研究院,申请
CN202832658U,中铁十八局集团第三工程有限公司,申请
CN202832658U,中铁十八局集团有限公司,申请
CN105262818A,宁波海曙优华电气有限公司,申请
CN103162981A,西南交通大学,申请
CN101482416A,中华联合多频道股份有限公司,申请
CN103404371A,福建省农业科学院食用菌研究所,申请
CN103404371A,福州百菇生物技术有限公司,申请
CN101482415A,中华联合多频道股份有限公司,申请
CN203271768U,西南交通大学,申请
CN204168979U,广东乡意浓农业科技有限公司,申请
CN101319941A,西南交通大学,申请
CN103600745A,四川长虹电器股份有限公司,申请
CN101319942A,西南交通大学,申请
CN104540180A,米志超,申请
CN104540180A,牛大伟,申请
CN104540180A,董超,申请
CN104540180A,王海,申请
CN104540180A,于卫波,申请
CN101929220A,金文成,申请
CN102012153A,洪正中,申请
CN104980707A,浙江立元通信技术股份有限公司,申请
CN2760229Y,成都迈通工程材料有限公司,申请
CN103480102A,山东康威通信技术股份有限公司,申请
CN104123059A,华茂云天科技(北京)有限公司,申请
CN203279277U,谭健,申请
CN201662334U,湖北华夏窑炉工业(集团)有限公司,申请
CN106546091A,广东展翠食品股份有限公司,申请
CN204314159U,北京雷雨达科技有限公司,申请
CN103729908A,中南大学,申请
CN105365790A,至库停车信息服务有限公司,申请
CN203164427U,山东大学,申请
CN201226609Y,武汉日新科技照明有限公司,申请
CN203893648U,杭州金享佳环保科技有限公司,申请
CN202280001U,川铁电气（天津）集团有限公司,申请
CN103228088A,谭健,申请
CN101403645A,西南交通大学,申请
CN104170017A,高通股份有限公司,申请
CN104498758A,刘慕洁,申请
CN104498758A,尚圣杰,申请
CN203355168U,段刚涛,申请
CN203355168U,段国民,申请
CN104815407A,山东康威通信技术股份有限公司,申请
CN303451260S,山东康威通信技术股份有限公司,申请
CN104913769A,佛山市新城开发建设有限公司,申请
CN104913769A,上海海科工程咨询有限公司,申请
CN103927904A,中国科学院合肥物质科学研究院,申请
CN103437813A,广东惠利普路桥信息工程有限公司,申请
CN205318571U,天津市顺通电子有限公司,申请
CN205250228U,浙江机电职业技术学院,申请
CN103869350A,梁旭文,申请
CN103869350A,杜爱民,申请
CN103869350A,张锐,申请
CN204740297U,无锡乐尔科技有限公司,申请
CN203720585U,山东康威通信技术股份有限公司,申请
CN203024561U,重庆博沃发动机配件制造有限公司,申请
CN103856933A,中国移动通信集团公司,申请
CN102307150A,杭州华三通信技术有限公司,申请
CN200962604Y,北京科东电力控制系统有限责任公司,申请
CN204650766U,浙江警安科技有限公司,申请
CN205427517U,天津市顺通电子有限公司,申请
CN101977234A,中南大学,申请
CN102514705A,重庆兆迈机械技术研发有限公司,申请
CN101303815A,西南交通大学,申请
CN101541118A,深圳市同洲电子股份有限公司,申请
CN101956606A,张显荣,申请
CN103257080A,西南交通大学,申请
CN104919854A,交互数字专利控股公司,申请
CN204940179U,陕西汽车集团有限责任公司,申请
CN106464551A,魅力能源公司,申请
CN104642415A,刘祥锋,申请
CN105080017A,武汉科技大学,申请
CN203013192U,武汉大学,申请
CN103661072A,贵州开磷（集团）有限责任公司,申请
CN103968852A,山东科技大学,申请
CN104616421A,上海铂珏传感科技有限公司,申请
CN103144645A,西安扩力机电科技有限公司,申请
CN101403306A,西南交通大学,申请
CN202349746U,重庆四联光电科技有限公司,申请
CN101398986A,西南交通大学,申请
CN101739840A,西北工业大学,申请
CN101363575A,上海三思电子工程有限公司,申请
CN101363575A,上海三思科技发展有限公司,申请
CN105756711A,中交第二航务工程局有限公司,申请
CN105756711A,中交武汉智行国际工程咨询有限公司,申请
CN202976378U,西安奥赛福科技有限公司,申请
CN204062817U,湖南联智桥隧技术有限公司,申请
CN201047795Y,上海轨道交通设备发展有限公司,申请
CN102465610A,重庆兆迈机械技术研发有限公司,申请
CN105485586A,任锴,申请
CN102465612A,重庆兆迈机械技术研发有限公司,申请
CN105242241A,国家电网公司,申请
CN105242241A,国网陕西省电力公司延安供电公司,申请
CN101940139A,文华东,申请
CN202221016U,苏州晶能科技有限公司,申请
CN101941532A,文华东,申请
CN201173945Y,苏州市苏电科技研究所,申请
CN103806476A,无锡津天阳激光电子有限公司,申请
CN203084928U,深圳市迅朗科技有限公司,申请
CN205352513U,厦门格绿能光电股份有限公司,申请
CN103813476A,无锡津天阳激光电子有限公司,申请
CN105651359A,山东星志智能交通科技有限公司,申请
CN201563263U,深圳茂硕电源科技股份有限公司,申请
CN202499160U,南京贝奇尔机械有限公司,申请
CN102333068A,北京神州数码思特奇信息技术股份有限公司,申请
CN102797503A,中铁二十一局集团有限公司,申请
CN101137417A,有限会社日本通商,申请
CN101941441A,文华东,申请
CN105263229A,厦门市智联信通物联网科技有限公司,申请
CN204679292U,西南交通大学,申请
CN101941442A,文华东,申请
CN102855756A,深圳华宏联创科技有限公司,申请
CN105618664A,刘兴军,申请
CN204922825U,诺兹（天津）照明电器有限公司,申请
CN102797974A,张立永,申请
CN105551123A,张晓刚,申请
CN104954756A,国网安徽省电力公司蚌埠供电公司,申请
CN104954756A,安徽继远软件有限公司,申请
CN101226211A,苏州市苏电科技研究所,申请
CN202200995U,马俊,申请
CN202413805U,西安扩力机电科技有限公司,申请
CN204389954U,重庆交通大学,申请
CN102917071A,浙江宇视科技有限公司,申请
CN103475867A,毛振刚,申请
CN204827534U,四川隧唐科技股份有限公司,申请
CN205100992U,中国水利水电科学研究院,申请
CN201294059Y,西南交通大学,申请
CN101674219A,成都市华为赛门铁克科技有限公司,申请
CN203347822U,中铁二十五局集团有限公司,申请
CN203347822U,中铁二十五局集团轨道交通工程有限公司,申请
CN202754909U,上海交通大学,申请
CN102619209A,重庆大学,申请
CN103220849A,长兴友邦电器有限公司,申请
CN204315106U,华北电力大学,申请
CN105580363A,刘.特拉维斯,申请
CN105580363A,刘筠,申请
CN105580363A,刘世昌,申请
CN205175401U,湖南华宏铁路高新科技开发有限公司,申请
CN203723357U,中国农业科学院茶叶研究所,申请
CN203271748U,西南交通大学,申请
CN204282400U,华南理工大学,申请
CN101834793A,电子科技大学,申请
CN203366379U,中铁十三局集团有限公司,申请
CN203366379U,中铁十三局集团第五工程有限公司,申请
CN105178811A,天津港峰铝塑门窗制品有限公司,申请
CN105178811A,天津创世经纬科技有限公司,申请
CN105178773A,天津港峰铝塑门窗制品有限公司,申请
CN105178773A,天津创世经纬科技有限公司,申请
CN105843273A,姜永辉,申请
CN204465953U,佛山正能量节能科技有限公司,申请
CN102496296A,北京世纪高通科技有限公司,申请
CN202838002U,山东中信电力技术有限公司,申请
CN102095338A,中国建筑第八工程局有限公司,申请
CN203462117U,莫儒就,申请
CN204212809U,广东惠利普路桥信息工程有限公司,申请
CN103379717A,西安秦码软件科技有限公司,申请
CN202261995U,陕西高速电子工程有限公司,申请
CN104010222A,小米科技有限责任公司,申请
CN105340572A,文山市滇珍菌业有限公司,申请
CN103795986A,山东易构软件技术有限公司,申请
CN202230376U,深圳市全智聚能科技有限公司,申请
CN105539504A,天津光电高斯通信工程技术股份有限公司,申请
CN204761757U,厦门市智联信通物联网科技有限公司,申请
CN102221474A,西南交通大学,申请
CN205263623U,重庆恒宇华顿新能源开发有限公司,申请
CN102221496A,西南交通大学,申请
CN101662863A,南京汉德森科技股份有限公司,申请
CN202335014U,南昌祥美照明设计有限公司,申请
CN102080567A,上海纳米技术及应用国家工程研究中心有限公司,申请
CN103093190A,长安大学,申请
CN101699925A,江西方兴科技有限公司,申请
CN104154850A,山东大学,申请
CN103587555A,张健,申请
CN103587555A,李子川,申请
CN101699924A,江西方兴科技有限公司,申请
CN105332716A,中国水利水电科学研究院,申请
CN201496801U,安徽派雅新能源股份有限公司,申请
CN101105690A,武汉市市政工程机械化施工公司,申请
CN101105690A,武汉理工大学,申请
